,year,month,uf_acronym,type,number_of_consumers,consumption
14141,2011,8,PR,residential,3156386,528081.0
14142,2011,8,SC,residential,1882180,362491.0
14143,2011,8,RS,residential,3339026,603768.0
14144,2011,8,MS,residential,712497,104936.0
14145,2011,8,MT,residential,822861,144112.0
14146,2011,8,GO,residential,1987212,274334.0
14147,2011,8,DF,residential,753275,166080.0
14148,2011,9,RO,residential,360551,77068.0
14149,2011,9,AC,residential,163989,28460.0
14150,2011,9,AM,residential,628184,136081.0
14151,2011,9,RR,residential,96126,26372.0
14152,2011,9,PA,residential,1521991,208937.0
14153,2011,9,AP,residential,144745,37754.0
14154,2011,9,TO,residential,357659,52930.0
14155,2011,9,MA,residential,1687524,181580.0
14156,2011,9,PI,residential,870848,93612.0
14157,2011,9,CE,residential,2387930,264164.0
14158,2011,9,RN,residential,991839,123458.0
14159,2011,9,PB,residential,1096222,107633.0
14160,2011,9,PE,residential,2731146,315579.0
14161,2011,9,AL,residential,836263,82497.0
14162,2011,9,SE,residential,650933,67974.0
14163,2011,9,BA,residential,4455314,431842.0
14164,2011,9,MG,residential,6289367,781850.0
14165,2011,9,ES,residential,1047074,153538.0
14166,2011,9,RJ,residential,5996762,963128.0
14167,2011,9,SP,residential,14406564,3137864.0
14168,2011,9,PR,residential,3164741,550941.0
14169,2011,9,SC,residential,1888743,373227.0
14170,2011,9,RS,residential,3343240,569968.0
14171,2011,9,MS,residential,713197,110333.0
14172,2011,9,MT,residential,824570,164463.0
14173,2011,9,GO,residential,1994752,313094.0
14174,2011,9,DF,residential,755588,169612.0
14175,2011,10,RO,residential,362417,83026.0
14176,2011,10,AC,residential,164625,29863.0
14177,2011,10,AM,residential,631039,131818.0
14178,2011,10,RR,residential,96661,27977.0
14179,2011,10,PA,residential,1515521,204164.0
14180,2011,10,AP,residential,145546,38770.0
14181,2011,10,TO,residential,359833,51560.0
14182,2011,10,MA,residential,1697013,183790.0
14183,2011,10,PI,residential,876375,95454.0
14184,2011,10,CE,residential,2374301,259712.0
14185,2011,10,RN,residential,993687,129197.0
14186,2011,10,PB,residential,1100036,113022.0
14187,2011,10,PE,residential,2727708,327210.0
14188,2011,10,AL,residential,837962,80572.0
14189,2011,10,SE,residential,653549,67268.0
14190,2011,10,BA,residential,4467668,448539.0
14191,2011,10,MG,residential,6273333,760390.0
14192,2011,10,ES,residential,1044454,151553.0
14193,2011,10,RJ,residential,6007200,966409.0
14194,2011,10,SP,residential,14548776,3027007.0
14195,2011,10,PR,residential,3174769,529826.0
14196,2011,10,SC,residential,1889164,350805.0
14197,2011,10,RS,residential,3351461,540276.0
14198,2011,10,MS,residential,714775,112903.0
14199,2011,10,MT,residential,827936,166919.0
14200,2011,10,GO,residential,2003232,314001.0
14201,2011,10,DF,residential,758078,172936.0
14202,2011,11,RO,residential,363639,82887.0
14203,2011,11,AC,residential,165462,32200.0
14204,2011,11,AM,residential,634171,123679.0
14205,2011,11,RR,residential,96966,25364.0
14206,2011,11,PA,residential,1545120,203099.0
14207,2011,11,AP,residential,146450,38317.0
14208,2011,11,TO,residential,361976,43442.0
14209,2011,11,MA,residential,1705339,181426.0
14210,2011,11,PI,residential,879560,93939.0
14211,2011,11,CE,residential,2375743,264064.0
14212,2011,11,RN,residential,995798,134675.0
14213,2011,11,PB,residential,1099734,116803.0
14214,2011,11,PE,residential,2732901,332441.0
14215,2011,11,AL,residential,839610,86366.0
14216,2011,11,SE,residential,653655,71392.0
14217,2011,11,BA,residential,4482202,441912.0
14218,2011,11,MG,residential,6229219,755662.0
14219,2011,11,ES,residential,1050208,154781.0
14220,2011,11,RJ,residential,6016133,976965.0
14221,2011,11,SP,residential,14623318,2998118.0
14222,2011,11,PR,residential,3180786,515999.0
14223,2011,11,SC,residential,1895144,349541.0
14224,2011,11,RS,residential,3359301,539343.0
14225,2011,11,MS,residential,716887,117004.0
14226,2011,11,MT,residential,832246,161682.0
14227,2011,11,GO,residential,2000758,295358.0
14228,2011,11,DF,residential,761339,166864.0
14229,2011,12,RO,residential,364927,78087.0
14230,2011,12,AC,residential,165904,28218.0
14231,2011,12,AM,residential,634272,119539.0
14232,2011,12,RR,residential,97295,27174.0
14233,2011,12,PA,residential,1553002,211474.0
14234,2011,12,AP,residential,146524,37809.0
14235,2011,12,TO,residential,363817,46630.0
14236,2011,12,MA,residential,1712162,184738.0
14237,2011,12,PI,residential,883714,92021.0
14238,2011,12,CE,residential,2360031,263564.0
14239,2011,12,RN,residential,999567,138493.0
14240,2011,12,PB,residential,1103574,124063.0
14241,2011,12,PE,residential,2735590,353733.0
14242,2011,12,AL,residential,841383,87857.0
14243,2011,12,SE,residential,656077,75511.0
14244,2011,12,BA,residential,4492604,458159.0
14245,2011,12,MG,residential,6263626,764692.0
14246,2011,12,ES,residential,1054238,170427.0
14247,2011,12,RJ,residential,6022477,1017585.0
14248,2011,12,SP,residential,14664393,3005043.0
14249,2011,12,PR,residential,3189850,509502.0
14250,2011,12,SC,residential,1899251,347590.0
14251,2011,12,RS,residential,3367982,596539.0
14252,2011,12,MS,residential,720852,124314.0
14253,2011,12,MT,residential,835459,164517.0
14254,2011,12,GO,residential,2016098,283812.0
14255,2011,12,DF,residential,762414,172014.0
14256,2012,1,RO,residential,366446,73563.0
14257,2012,1,AC,residential,166487,27727.0
14258,2012,1,AM,residential,634562,116226.0
14259,2012,1,RR,residential,97516,26119.0
14260,2012,1,PA,residential,1559380,198220.0
14261,2012,1,AP,residential,147366,37558.0
14262,2012,1,TO,residential,366509,44722.0
14263,2012,1,MA,residential,1725245,180904.0
14264,2012,1,PI,residential,889361,94225.0
14265,2012,1,CE,residential,2357599,282415.0
14266,2012,1,RN,residential,1001709,137496.0
14267,2012,1,PB,residential,1108054,121819.0
14268,2012,1,PE,residential,2735053,360158.0
14269,2012,1,AL,residential,844011,91379.0
14270,2012,1,SE,residential,658465,78410.0
14271,2012,1,BA,residential,4505361,480979.0
14272,2012,1,MG,residential,6278739,776114.0
14273,2012,1,ES,residential,1058205,178183.0
14274,2012,1,RJ,residential,6034176,1105618.0
14275,2012,1,SP,residential,14686422,3078192.0
14276,2012,1,PR,residential,3203878,562498.55
14277,2012,1,SC,residential,1907800,404819.0
14278,2012,1,RS,residential,3376655,616773.0
14279,2012,1,MS,residential,721995,124554.0
14280,2012,1,MT,residential,837322,146954.0
14281,2012,1,GO,residential,2022788,292455.0
14282,2012,1,DF,residential,764236,162155.0
14283,2012,2,RO,residential,367338,74375.0
14284,2012,2,AC,residential,167568,27167.0
14285,2012,2,AM,residential,635376,122258.0
14286,2012,2,RR,residential,97967,25765.0
14287,2012,2,PA,residential,1560666,178508.0
14288,2012,2,AP,residential,147669,35112.0
14289,2012,2,TO,residential,368535,40249.0
14290,2012,2,MA,residential,1733981,167944.0
14291,2012,2,PI,residential,894294,87535.0
14292,2012,2,CE,residential,2373629,266520.0
14293,2012,2,RN,residential,1004100,131156.0
14294,2012,2,PB,residential,1112028,112854.0
14295,2012,2,PE,residential,2729490,326264.0
14296,2012,2,AL,residential,847768,92026.0
14297,2012,2,SE,residential,661363,73749.0
14298,2012,2,BA,residential,4512407,446543.0
14299,2012,2,MG,residential,6285696,730646.0
14300,2012,2,ES,residential,1061361,178938.0
14301,2012,2,RJ,residential,6035681,1150256.0
14302,2012,2,SP,residential,14717477,3051458.0
14303,2012,2,PR,residential,3211687,554310.77
14304,2012,2,SC,residential,1913395,438657.0
14305,2012,2,RS,residential,3382680,665130.0
14306,2012,2,MS,residential,723148,123017.0
14307,2012,2,MT,residential,839709,143372.0
14308,2012,2,GO,residential,2033053,301808.0
14309,2012,2,DF,residential,765171,159307.0
14310,2012,3,RO,residential,368626,75179.0
14311,2012,3,AC,residential,168384,28773.0
14312,2012,3,AM,residential,636074,104234.0
14313,2012,3,RR,residential,98423,26320.0
14314,2012,3,PA,residential,1553678,191858.0
14315,2012,3,AP,residential,147877,32336.0
14316,2012,3,TO,residential,369674,44794.0
14317,2012,3,MA,residential,1737827,180228.0
14318,2012,3,PI,residential,896099,87335.0
14319,2012,3,CE,residential,2380665,268364.0
14320,2012,3,RN,residential,1006727,138872.0
14321,2012,3,PB,residential,1116314,124322.0
14322,2012,3,PE,residential,2749525,354871.0
14323,2012,3,AL,residential,850249,98090.0
14324,2012,3,SE,residential,663472,78594.0
14325,2012,3,BA,residential,4516254,508147.0
14326,2012,3,MG,residential,6304165,829798.0
14327,2012,3,ES,residential,1065684,193466.0
14328,2012,3,RJ,residential,6062710,1263418.0
14329,2012,3,SP,residential,14759914,3184244.0
14330,2012,3,PR,residential,3220971,561604.42
14331,2012,3,SC,residential,1919572,449694.0
14332,2012,3,RS,residential,3391566,695510.0
14333,2012,3,MS,residential,725823,128907.0
14334,2012,3,MT,residential,843220,157426.0
14335,2012,3,GO,residential,2039959,292005.0
14336,2012,3,DF,residential,768131,172214.0
14337,2012,4,RO,residential,371332,82329.0
14338,2012,4,AC,residential,169144,30914.0
14339,2012,4,AM,residential,637605,118501.0
14340,2012,4,RR,residential,99218,27094.0
14341,2012,4,PA,residential,1551827,191370.0
14342,2012,4,AP,residential,148268,34372.0
14343,2012,4,TO,residential,371015,47906.0
14344,2012,4,MA,residential,1747727,176905.0
14345,2012,4,PI,residential,900720,88737.0
14346,2012,4,CE,residential,2378825,284272.0
14347,2012,4,RN,residential,1009718,138420.0
14348,2012,4,PB,residential,1120599,125762.0
14349,2012,4,PE,residential,2755904,330537.0
14350,2012,4,AL,residential,850755,96194.0
14351,2012,4,SE,residential,665568,79289.0
14352,2012,4,BA,residential,4519246,459259.0
14353,2012,4,MG,residential,6308171,805735.0
14354,2012,4,ES,residential,1067618,182511.0
14355,2012,4,RJ,residential,6040818,1081713.0
14356,2012,4,SP,residential,14795486,3238470.0
14357,2012,4,PR,residential,3232580,552383.47
14358,2012,4,SC,residential,1923925,389428.0
14359,2012,4,RS,residential,3398486,591753.0
14360,2012,4,MS,residential,727404,118863.0
14361,2012,4,MT,residential,848164,160609.0
14362,2012,4,GO,residential,2047527,321231.0
14363,2012,4,DF,residential,770199,173578.0
14364,2012,5,RO,residential,373641,85143.0
14365,2012,5,AC,residential,169475,28793.0
14366,2012,5,AM,residential,639694,119037.0
14367,2012,5,RR,residential,99802,25701.0
14368,2012,5,PA,residential,1551223,204746.0
14369,2012,5,AP,residential,148446,35797.0
14370,2012,5,TO,residential,373054,52944.0
14371,2012,5,MA,residential,1753038,191156.0
14372,2012,5,PI,residential,905178,94050.0
14373,2012,5,CE,residential,2356480,275145.0
14374,2012,5,RN,residential,1012704,140237.0
14375,2012,5,PB,residential,1124971,119875.0
14376,2012,5,PE,residential,2765823,336583.0
14377,2012,5,AL,residential,852820,91979.0
14378,2012,5,SE,residential,667452,74186.0
14379,2012,5,BA,residential,4515489,488717.0
14380,2012,5,MG,residential,6338847,758576.0
14381,2012,5,ES,residential,1071217,165881.0
14382,2012,5,RJ,residential,6018126,990682.0
14383,2012,5,SP,residential,14791945,3039117.0
14384,2012,5,PR,residential,3236128,527610.14
14385,2012,5,SC,residential,1928789,369577.0
14386,2012,5,RS,residential,3406086,563952.0
14387,2012,5,MS,residential,730521,111187.0
14388,2012,5,MT,residential,854165,159435.0
14389,2012,5,GO,residential,2056975,306733.0
14390,2012,5,DF,residential,770544,175180.0
14391,2012,6,RO,residential,376659,90004.0
14392,2012,6,AC,residential,170121,27308.0
14393,2012,6,AM,residential,643067,137278.0
14394,2012,6,RR,residential,100379,26847.0
14395,2012,6,PA,residential,1557024,199579.0
14396,2012,6,AP,residential,149710,37294.0
14397,2012,6,TO,residential,375506,48127.0
14398,2012,6,MA,residential,1757405,194036.0
14399,2012,6,PI,residential,908348,98599.0
14400,2012,6,CE,residential,2390672,281236.0
14401,2012,6,RN,residential,1017332,136352.0
14402,2012,6,PB,residential,1128546,119117.0
14403,2012,6,PE,residential,2773083,334583.0
14404,2012,6,AL,residential,856219,91092.0
14405,2012,6,SE,residential,669749,73333.0
14406,2012,6,BA,residential,4521971,446767.0
14407,2012,6,MG,residential,6343021,781813.0
14408,2012,6,ES,residential,1070289,167987.0
14409,2012,6,RJ,residential,5940241,920063.0
14410,2012,6,SP,residential,14869278,3163701.0
14411,2012,6,PR,residential,3238104,536946.5
14412,2012,6,SC,residential,1931836,370275.0
14413,2012,6,RS,residential,3412053,582848.0
14414,2012,6,MS,residential,734153,105287.0
14415,2012,6,MT,residential,859719,147369.0
14416,2012,6,GO,residential,2065282,306987.0
14417,2012,6,DF,residential,776082,180061.0
14418,2012,7,RO,residential,375847,83757.0
14419,2012,7,AC,residential,170588,29718.0
14420,2012,7,AM,residential,646003,132945.0
14421,2012,7,RR,residential,100755,25334.0
14422,2012,7,PA,residential,1568104,193269.0
14423,2012,7,AP,residential,149957,36839.0
14424,2012,7,TO,residential,378371,49588.0
14425,2012,7,MA,residential,1767405,181449.0
14426,2012,7,PI,residential,911275,94387.0
14427,2012,7,CE,residential,2397902,274122.0
14428,2012,7,RN,residential,1022150,129862.0
14429,2012,7,PB,residential,1132009,114984.0
14430,2012,7,PE,residential,2782403,311792.0
14431,2012,7,AL,residential,859372,88412.0
14432,2012,7,SE,residential,671500,70994.0
14433,2012,7,BA,residential,4535815,432327.0
14434,2012,7,MG,residential,6366274,755891.0
14435,2012,7,ES,residential,1074835,156281.0
14436,2012,7,RJ,residential,5914869,913486.0
14437,2012,7,SP,residential,14867834,3002898.0
14438,2012,7,PR,residential,3249543,535013.07
14439,2012,7,SC,residential,1936205,362886.0
14440,2012,7,RS,residential,3420951,606047.0
14441,2012,7,MS,residential,738482,100995.0
14442,2012,7,MT,residential,866401,145868.0
14443,2012,7,GO,residential,2072718,283483.0
14444,2012,7,DF,residential,778546,161670.0
14445,2012,8,RO,residential,381524,97974.0
14446,2012,8,AC,residential,171357,31745.0
14447,2012,8,AM,residential,648876,136398.0
14448,2012,8,RR,residential,101252,24906.0
14449,2012,8,PA,residential,1633470,212529.0
14450,2012,8,AP,residential,151473,37515.0
14451,2012,8,TO,residential,381013,51357.0
14452,2012,8,MA,residential,1777688,188626.0
14453,2012,8,PI,residential,914318,105167.0
14454,2012,8,CE,residential,2401063,279418.0
14455,2012,8,RN,residential,1026798,128282.0
14456,2012,8,PB,residential,1134981,118029.0
14457,2012,8,PE,residential,2791358,313771.0
14458,2012,8,AL,residential,861812,86683.0
14459,2012,8,SE,residential,674425,72608.0
14460,2012,8,BA,residential,4555745,447781.0
14461,2012,8,MG,residential,6381601,795832.0
14462,2012,8,ES,residential,1081792,160104.0
14463,2012,8,RJ,residential,5903875,927524.0
14464,2012,8,SP,residential,14926524,3095647.0
14465,2012,8,PR,residential,3262605,551549.85
14466,2012,8,SC,residential,1941685,387526.0
14467,2012,8,RS,residential,3428530,618126.0
14468,2012,8,MS,residential,741808,109419.0
14469,2012,8,MT,residential,872361,156271.0
14470,2012,8,GO,residential,2080961,314642.0
14471,2012,8,DF,residential,781948,172207.0
14472,2012,9,RO,residential,382548,101469.0
14473,2012,9,AC,residential,172079,33279.0
14474,2012,9,AM,residential,651417,139562.0
14475,2012,9,RR,residential,101798,26822.0
14476,2012,9,PA,residential,1636826,210148.0
14477,2012,9,AP,residential,152522,38900.0
14478,2012,9,TO,residential,382999,53916.0
14479,2012,9,MA,residential,1788629,193325.0
14480,2012,9,PI,residential,921144,109329.0
14481,2012,9,CE,residential,2408001,275886.0
14482,2012,9,RN,residential,1030201,132735.0
14483,2012,9,PB,residential,1137084,110245.0
14484,2012,9,PE,residential,2809499,314895.0
14485,2012,9,AL,residential,864241,81686.0
14486,2012,9,SE,residential,675917,67432.0
14487,2012,9,BA,residential,4573282,438307.0
14488,2012,9,MG,residential,6392935,808261.0
14489,2012,9,ES,residential,1085839,159238.0
14490,2012,9,RJ,residential,5908936,924411.0
14491,2012,9,SP,residential,14929018,3216773.0
14492,2012,9,PR,residential,3273201,557082.22
14493,2012,9,SC,residential,1946708,377698.0
14494,2012,9,RS,residential,3433495,575919.0
14495,2012,9,MS,residential,744361,119080.0
14496,2012,9,MT,residential,876299,172234.0
14497,2012,9,GO,residential,2088903,328266.0
14498,2012,9,DF,residential,785166,181631.0
14499,2012,10,RO,residential,383768,94769.0
14500,2012,10,AC,residential,173338,32530.0
14501,2012,10,AM,residential,652257,142055.0
14502,2012,10,RR,residential,102078,30931.0
14503,2012,10,PA,residential,1641525,207894.0
14504,2012,10,AP,residential,152219,40627.0
14505,2012,10,TO,residential,385351,59509.0
14506,2012,10,MA,residential,1793962,200697.0
14507,2012,10,PI,residential,924717,114372.0
14508,2012,10,CE,residential,2410326,286928.0
14509,2012,10,RN,residential,1033019,133710.0
14510,2012,10,PB,residential,1141179,119561.0
14511,2012,10,PE,residential,2825395,328101.0
14512,2012,10,AL,residential,866886,92821.0
14513,2012,10,SE,residential,678538,71728.0
14514,2012,10,BA,residential,4595095,449432.0
14515,2012,10,MG,residential,6416965,807806.0
14516,2012,10,ES,residential,1089614,164232.0
14517,2012,10,RJ,residential,5933495,954865.0
14518,2012,10,SP,residential,15006745,3142063.0
14519,2012,10,PR,residential,3279065,550100.07
14520,2012,10,SC,residential,1954981,367539.0
14521,2012,10,RS,residential,3443101,571519.0
14522,2012,10,MS,residential,747854,128129.0
14523,2012,10,MT,residential,881661,193337.0
14524,2012,10,GO,residential,2096626,330215.0
14525,2012,10,DF,residential,787425,172511.0
14526,2012,11,RO,residential,389451,105430.0
14527,2012,11,AC,residential,173619,33548.0
14528,2012,11,AM,residential,654875,144971.0
14529,2012,11,RR,residential,102502,32072.0
14530,2012,11,PA,residential,1644546,216717.0
14531,2012,11,AP,residential,152876,41136.0
14532,2012,11,TO,residential,387495,54224.0
14533,2012,11,MA,residential,1796767,200347.0
14534,2012,11,PI,residential,927915,115707.0
14535,2012,11,CE,residential,2417449,286890.0
14536,2012,11,RN,residential,1035467,140540.0
14537,2012,11,PB,residential,1143573,119141.0
14538,2012,11,PE,residential,2836169,348326.0
14539,2012,11,AL,residential,868726,90318.0
14540,2012,11,SE,residential,680755,72124.0
14541,2012,11,BA,residential,4602072,449515.0
14542,2012,11,MG,residential,6438370,840758.0
14543,2012,11,ES,residential,1093477,179697.0
14544,2012,11,RJ,residential,5934071,1052282.0
14545,2012,11,SP,residential,15052849,3296854.0
14546,2012,11,PR,residential,3290672,581875.17
14547,2012,11,SC,residential,1944913,382233.0
14548,2012,11,RS,residential,3452440,602336.0
14549,2012,11,MS,residential,750966,140528.0
14550,2012,11,MT,residential,886973,185566.0
14551,2012,11,GO,residential,2103691,341341.0
14552,2012,11,DF,residential,789400,184909.0
14553,2012,12,RO,residential,391281,96717.0
14554,2012,12,AC,residential,173893,30515.0
14555,2012,12,AM,residential,656878,141661.0
14556,2012,12,RR,residential,102677,31409.0
14557,2012,12,PA,residential,1643805,204270.0
14558,2012,12,AP,residential,153757,40798.0
14559,2012,12,TO,residential,389615,52262.0
14560,2012,12,MA,residential,1811167,201926.0
14561,2012,12,PI,residential,930429,104790.0
14562,2012,12,CE,residential,2424959,295875.0
14563,2012,12,RN,residential,1038273,147921.0
14564,2012,12,PB,residential,1146525,125176.0
14565,2012,12,PE,residential,2845013,368502.0
14566,2012,12,AL,residential,871781,95540.0
14567,2012,12,SE,residential,683428,78013.0
14568,2012,12,BA,residential,4615393,456949.0
14569,2012,12,MG,residential,6446550,784241.0
14570,2012,12,ES,residential,1094693,184908.0
14571,2012,12,RJ,residential,5946103,1082995.0
14572,2012,12,SP,residential,15059316,3170896.0
14573,2012,12,PR,residential,3300819,582991.3
14574,2012,12,SC,residential,1967225,399076.0
14575,2012,12,RS,residential,3459049,646466.0
14576,2012,12,MS,residential,752014,141220.0
14577,2012,12,MT,residential,890678,176270.0
14578,2012,12,GO,residential,2110607,312809.0
14579,2012,12,DF,residential,791300,179016.0
14580,2013,1,RO,residential,391742,87432.0
14581,2013,1,AC,residential,174173,30223.0
14582,2013,1,AM,residential,661519,128283.0
14583,2013,1,RR,residential,103020,29191.0
14584,2013,1,PA,residential,1653188,208748.0
14585,2013,1,AP,residential,153757,41859.0
14586,2013,1,TO,residential,391558,51781.0
14587,2013,1,MA,residential,1825308,203234.0
14588,2013,1,PI,residential,934459,107978.0
14589,2013,1,CE,residential,2423140,315011.0
14590,2013,1,RN,residential,1041514,150762.0
14591,2013,1,PB,residential,1151794,144404.0
14592,2013,1,PE,residential,2854826,378733.0
14593,2013,1,AL,residential,873360,99937.0
14594,2013,1,SE,residential,685625,88811.0
14595,2013,1,BA,residential,4626313,513311.0
14596,2013,1,MG,residential,6467068,909228.0
14597,2013,1,ES,residential,1100528,211991.0
14598,2013,1,RJ,residential,5958353,1299788.0
14599,2013,1,SP,residential,15060085,3336894.0
14600,2013,1,PR,residential,3313578,602354.0
14601,2013,1,SC,residential,1977020,453990.0
14602,2013,1,RS,residential,3470396,702161.0
14603,2013,1,MS,residential,753827,141510.0
14604,2013,1,MT,residential,894768,177645.0
14605,2013,1,GO,residential,2110705,333137.0
14606,2013,1,DF,residential,793248,176489.0
14607,2013,2,RO,residential,392276,82205.0
14608,2013,2,AC,residential,175094,29643.0
14609,2013,2,AM,residential,667062,134521.0
14610,2013,2,RR,residential,103018,28157.0
14611,2013,2,PA,residential,1658435,199909.0
14612,2013,2,AP,residential,154859,36853.0
14613,2013,2,TO,residential,393267,48878.0
14614,2013,2,MA,residential,1838680,201304.0
14615,2013,2,PI,residential,936835,102763.0
14616,2013,2,CE,residential,2433224,316319.0
14617,2013,2,RN,residential,1044533,147828.0
14618,2013,2,PB,residential,1154519,137314.0
14619,2013,2,PE,residential,2858475,369278.0
14620,2013,2,AL,residential,874882,99921.0
14621,2013,2,SE,residential,688784,85489.0
14622,2013,2,BA,residential,4635100,520115.0
14623,2013,2,MG,residential,6469172,778602.0
14624,2013,2,ES,residential,1103857,195940.0
14625,2013,2,RJ,residential,5995352,1158221.0
14626,2013,2,SP,residential,15144041,3293154.0
14627,2013,2,PR,residential,3320781,583072.0
14628,2013,2,SC,residential,1981811,463550.0
14629,2013,2,RS,residential,3478253,665088.0
14630,2013,2,MS,residential,753884,136132.0
14631,2013,2,MT,residential,897843,160186.0
14632,2013,2,GO,residential,2124389,320873.0
14633,2013,2,DF,residential,795160,179214.0
14634,2013,3,RO,residential,391201,83963.0
14635,2013,3,AC,residential,175951,30506.0
14636,2013,3,AM,residential,671088,121180.0
14637,2013,3,RR,residential,103404,27623.0
14638,2013,3,PA,residential,1662182,191863.0
14639,2013,3,AP,residential,155637,36576.0
14640,2013,3,TO,residential,395169,51847.0
14641,2013,3,MA,residential,1844377,203004.0
14642,2013,3,PI,residential,939870,100600.0
14643,2013,3,CE,residential,2449814,297842.0
14644,2013,3,RN,residential,1047526,147287.0
14645,2013,3,PB,residential,1158028,137722.0
14646,2013,3,PE,residential,2866096,390208.0
14647,2013,3,AL,residential,876804,102677.0
14648,2013,3,SE,residential,691444,85903.0
14649,2013,3,BA,residential,4644319,535203.0
14650,2013,3,MG,residential,6513936,785241.0
14651,2013,3,ES,residential,1106757,193018.0
14652,2013,3,RJ,residential,5999089,1216760.0
14653,2013,3,SP,residential,15186283,3178704.0
14654,2013,3,PR,residential,3329325,564706.0
14655,2013,3,SC,residential,1986519,426300.0
14656,2013,3,RS,residential,3485581,640371.0
14657,2013,3,MS,residential,755760,137742.0
14658,2013,3,MT,residential,900369,177443.0
14659,2013,3,GO,residential,2131011,314062.0
14660,2013,3,DF,residential,797659,178645.0
14661,2013,4,RO,residential,395366,89038.0
14662,2013,4,AC,residential,176717,30409.0
14663,2013,4,AM,residential,675994,136957.0
14664,2013,4,RR,residential,103899,33177.0
14665,2013,4,PA,residential,1666848,209138.0
14666,2013,4,AP,residential,156372,38961.0
14667,2013,4,TO,residential,397366,54315.0
14668,2013,4,MA,residential,1850859,194028.0
14669,2013,4,PI,residential,946887,104357.0
14670,2013,4,CE,residential,2450281,314120.0
14671,2013,4,RN,residential,1050635,155836.0
14672,2013,4,PB,residential,1162317,141376.0
14673,2013,4,PE,residential,2875828,411754.0
14674,2013,4,AL,residential,881317,106847.0
14675,2013,4,SE,residential,693665,88531.0
14676,2013,4,BA,residential,4650336,566515.0
14677,2013,4,MG,residential,6510374,842275.0
14678,2013,4,ES,residential,1111289,196441.0
14679,2013,4,RJ,residential,5991046,1067156.0
14680,2013,4,SP,residential,15227723,3223864.0
14681,2013,4,PR,residential,3340146,547066.0
14682,2013,4,SC,residential,1992805,379495.0
14683,2013,4,RS,residential,3496107,586910.0
14684,2013,4,MS,residential,758214,124507.0
14685,2013,4,MT,residential,898757,177409.0
14686,2013,4,GO,residential,2139271,306332.0
14687,2013,4,DF,residential,800508,174771.0
14688,2013,5,RO,residential,397665,90879.0
14689,2013,5,AC,residential,177385,30381.0
14690,2013,5,AM,residential,679519,138510.0
14691,2013,5,RR,residential,104904,28260.0
14692,2013,5,PA,residential,1670637,211554.0
14693,2013,5,AP,residential,156815,38237.0
14694,2013,5,TO,residential,399559,58031.0
14695,2013,5,MA,residential,1855363,203137.0
14696,2013,5,PI,residential,946138,101092.0
14697,2013,5,CE,residential,2463209,312425.0
14698,2013,5,RN,residential,1053678,156484.0
14699,2013,5,PB,residential,1166064,136947.0
14700,2013,5,PE,residential,2882517,391136.0
14701,2013,5,AL,residential,884914,102421.0
14702,2013,5,SE,residential,696355,83567.0
14703,2013,5,BA,residential,4661574,507814.0
14704,2013,5,MG,residential,6528606,862057.0
14705,2013,5,ES,residential,1112895,178365.0
14706,2013,5,RJ,residential,6018766,1032323.0
14707,2013,5,SP,residential,15267127,3196726.0
14708,2013,5,PR,residential,3348797,567334.0
14709,2013,5,SC,residential,1997621,390520.0
14710,2013,5,RS,residential,3502080,607578.0
14711,2013,5,MS,residential,760180,124691.0
14712,2013,5,MT,residential,907076,176676.0
14713,2013,5,GO,residential,2145764,333447.0
14714,2013,5,DF,residential,802712,181322.0
14715,2013,6,RO,residential,398990,90647.0
14716,2013,6,AC,residential,177385,31436.0
14717,2013,6,AM,residential,683591,148947.0
14718,2013,6,RR,residential,105627,28084.0
14719,2013,6,PA,residential,1674021,218029.0
14720,2013,6,AP,residential,157476,41677.0
14721,2013,6,TO,residential,401030,57962.0
14722,2013,6,MA,residential,1860156,209818.0
14723,2013,6,PI,residential,950997,106366.0
14724,2013,6,CE,residential,2471069,307936.0
14725,2013,6,RN,residential,1056746,152094.0
14726,2013,6,PB,residential,1169235,127456.0
14727,2013,6,PE,residential,2887152,360136.0
14728,2013,6,AL,residential,889405,102766.0
14729,2013,6,SE,residential,698691,79371.0
14730,2013,6,BA,residential,4674327,451487.0
14731,2013,6,MG,residential,6539056,837818.0
14732,2013,6,ES,residential,1116114,171985.0
14733,2013,6,RJ,residential,6061838,963908.0
14734,2013,6,SP,residential,15307720,3212287.0
14735,2013,6,PR,residential,3357088,579981.0
14736,2013,6,SC,residential,2003369,395388.0
14737,2013,6,RS,residential,3509480,618701.0
14738,2013,6,MS,residential,762694,117008.0
14739,2013,6,MT,residential,910675,175601.0
14740,2013,6,GO,residential,2157139,321313.0
14741,2013,6,DF,residential,805146,183989.0
14742,2013,7,RO,residential,398433,91379.0
14743,2013,7,AC,residential,177965,30581.0
14744,2013,7,AM,residential,688175,156300.0
14745,2013,7,RR,residential,105922,28603.0
14746,2013,7,PA,residential,1679990,218625.0
14747,2013,7,AP,residential,157049,39788.0
14748,2013,7,TO,residential,402951,58117.0
14749,2013,7,MA,residential,1866752,213208.0
14750,2013,7,PI,residential,952422,112086.0
14751,2013,7,CE,residential,2481829,291730.0
14752,2013,7,RN,residential,1059944,139715.0
14753,2013,7,PB,residential,1173317,130119.0
14754,2013,7,PE,residential,2893281,357512.0
14755,2013,7,AL,residential,894144,101221.0
14756,2013,7,SE,residential,700955,79029.0
14757,2013,7,BA,residential,4682903,503116.0
